id,produit,nom,premier_mot,genre,nombre,dernière lettre
1450,96,Chaussures,Chaussures,féminin,pluriel,s
1502,372,Chaussures à crampons,Chaussures,féminin,pluriel,s
1503,372,Chaussures de cyclisme,Chaussures,féminin,pluriel,s
1504,372,Chaussures de ski,Chaussures,féminin,pluriel,s
1505,372,Chaussures de surf,Chaussures,féminin,pluriel,s
1465,203,Chemin de table,Chemin,masculin,singulier,n
56,364,Chemise,Chemise,féminin,singulier,e
1829,225,Chevalet d'écriture,Chevalet,masculin,singulier,t
280,244,Chevillette,Chevillette,féminin,singulier,e
885,97,Chewing-gum,Chewing-gum,masculin,singulier,m
883,98,Chiffon (ou absorbant) souillé par des produits dangereux,Chiffon,masculin,singulier,n
1692,225,Chiffonnier,Chiffonnier,masculin,singulier,r
882,99,Chlore,Chlore,masculin,singulier,e
1083,370,"Cible (chasse, tir sportif, ball-trap, tir à l'arc, fléchettes)",Cible,féminin,singulier,e
743,64,Cierge,Cierge,masculin,singulier,e
118,100,Cigarette électronique,Cigarette,féminin,singulier,e
473,436,Cintre en plastique ou en métal,Cintre,masculin,singulier,e
1312,437,Cintre en bois,Cintre,masculin,pluriel,e
281,244,Cisaille,Cisaille,féminin,singulier,e
282,244,Ciseaux (bricolage),Ciseaux,masculin,pluriel,x
283,244,Ciseaux à bois,Ciseaux,masculin,pluriel,x
284,244,Ciseaux à brique,Ciseaux,masculin,pluriel,x
880,101,Ciseaux,Ciseaux,masculin,pluriel,x
285,244,Citerne,Citerne,féminin,singulier,e
879,102,Classeur,Classeur,masculin,singulier,r
1403,220,Clavier (informatique),Clavier,masculin,singulier,r
9,103,Clé USB,Clé,féminin,singulier,é
224,244,Clé (outil de bricolage),Clé,féminin,singulier,é
997,84,Clé RFID,Clé,féminin,singulier,é
1294,233,clé de porte,clé,féminin,singulier,é
1295,233,clé (de serrure),clé,féminin,singulier,é
1361,439,Climatiseur,Climatiseur,masculin,singulier,r
286,244,Cliquet,Cliquet,masculin,singulier,t
1776,225,Cloisonette de séparation,Cloisonette,féminin,singulier,e
1833,225,Cloisonette de séparation amovible de jardin (visuelle ou phonique),Cloisonnette,féminin,singulier,e
493,271,cloisons alvéolaires à base de plaques de plâtre,cloisons,féminin,pluriel,s
1543,369,club de golf,club,masculin,singulier,b
802,172,Coffre de toit,Coffre,masculin,singulier,e
1685,225,Coffre,Coffre,masculin,singulier,e
287,244,Cognée,Cognée,féminin,singulier,e
1754,225,Coiffeuse,Coiffeuse,féminin,singulier,e
288,244,Coin éclateur,Coin,masculin,singulier,n
71,364,Collant,Collant,masculin,pluriel,t
877,105,Colle blanche (stick ou pot),Colle,féminin,singulier,e
878,104,"Colle (à bois, super-glu, époxy, néoprène)",Colle,féminin,singulier,e
1486,222,Collyre,Collyre,masculin,singulier,e
1818,225,Colonne de rangement,Colonne,féminin,singulier,e
289,244,Combinaison de protection (bricolage),Combinaison,masculin,singulier,n
1084,370,"Combinaison (triathlon, nage eau libre, plongée, surf)",Combinaison,féminin,singulier,n
1085,370,Combinaison de ski,Combinaison,féminin,singulier,n
1677,225,Commode,Commode,féminin,singulier,e
199,164,Compas,Compas,masculin,singulier,s
1719,225,Compas pour meuble,Compas,masculin,singulier,s
1544,369,Composant de vélo,Composant,masculin,singulier,t
290,244,Composteur,Composteur,masculin,singulier,r
1204,122,Compresse,Compresse,féminin,singulier,e
1481,222,Comprimés de médicament,Comprimés,masculin,pluriel,s
1693,225,Confiturier,Confiturier,masculin,singulier,r
1386,295,Congélateur,Congélateur,masculin,singulier,r
1233,56,Conserve,Conserve,féminin,singulier,e
1400,220,Console de jeu,Console,féminin,singulier,e
1694,225,Console,Console,féminin,singulier,e
1698,225,Console murale,Console,féminin,singulier,e
291,244,Contenant pour plante ou fleur,Contenant,masculin,singulier,t
1224,431,Contenant réemployable,Contenant,masculin,singulier,t
875,106,Contreplaqué,Contreplaqué,masculin,singulier,é
638,373,Coque de protection de handball,Coque,féminin,singulier,e
811,168,Coquillages,Coquillages,masculin,pluriel,s
623,373,Coquille de protection,Coquille,féminin,singulier,e
873,107,Coquilles de fruits de mer,Coquilles,féminin,pluriel,s
874,108,Coquilles d'oeufs,Coquilles,féminin,pluriel,s
111,109,Corde usée,Corde,féminin,singulier,e
1114,370,Corde pour canicross,Corde,féminin,singulier,e
624,373,"Corde, cordelette, harnais et longe de canicrosse","Corde,",féminin,singulier,","
639,373,"Corde, cordelette et longe d'escalade","Corde,",féminin,singulier,","
1003,219,Cordon,Cordon,masculin,singulier,n
1788,225,Corniche,Corniche,féminin,singulier,e
209,164,"Correcteur (stylo, ruban)",Correcteur,masculin,singulier,r
1270,110,Cosmétique (produit et emballage),Cosmétique,masculin,singulier,e
59,364,Costume,Costume,masculin,singulier,e
567,194,Costume d'enfant (- de 14 ans),Costume,masculin,singulier,e
871,401,Coton hydrophile,Coton,masculin,singulier,n
872,401,Coton démaquillant,Coton,masculin,singulier,n
1206,122,Coton (soin médical),Coton,masculin,singulier,n
870,401,Coton-tige,Coton-tige,masculin,singulier,e
869,111,Couche-culotte (lange),Couche-culotte,féminin,singulier,e
867,111,Couches pour bébé,Couches,féminin,pluriel,s
868,111,Couches hygiéniques,Couches,féminin,pluriel,s
1755,225,Couchette enfant,Couchette,féminin,singulier,e
625,373,Coudière,Coudière,féminin,singulier,e
83,408,Couette,Couette,féminin,singulier,e
693,347,Coupe bordure thermique,Coupe,masculin,singulier,e
295,244,Coupe-bordure,Coupe-bordure,masculin,singulier,e
292,244,Coupe-branche,Coupe-branche,masculin,singulier,e
293,244,Coupe-carreaux manuel,Coupe-carreaux,masculin,singulier,x
294,244,Coupe-tube,Coupe-tube,masculin,singulier,e
1622,21,Coups de poings américains,Coups,masculin,pluriel,s
935,202,Courgettes,Courgettes,féminin,pluriel,s
85,408,Coussin,Coussin,masculin,singulier,n
95,408,Coussin d'allaitement,Coussin,masculin,singulier,n
97,408,Coussin d'assise ou de dossier,Coussin,masculin,singulier,n
98,408,Coussin pour animaux,Coussin,masculin,singulier,n
23,265,Couteau électrique,Couteau,féminin,singulier,u
168,448,Couteau de peinture ou d'enduit (bricolage),Couteau,masculin,singulier,u
169,448,Couteau à enduire (bricolage),Couteau,masculin,singulier,u
296,244,Couteau à asphalte,Couteau,masculin,singulier,u
667,374,Couteau (chasse),Couteau,masculin,singulier,u
1305,434,Couteau de cuisine,Couteau,masculin,singulier,u
1620,21,Couteau de plongée,Couteau,masculin,singulier,u
1037,113,Couvercle en métal,Couvercle,masculin,singulier,e
866,114,Couverts en métal,Couverts,masculin,pluriel,s
297,244,Couverture à bulle,Couverture,féminin,singulier,e
298,244,Couverture de sécurité de piscine,Couverture,féminin,singulier,e
1069,398,Couvre-chef,Couvre-chef,masculin,singulier,f
818,168,Crabes,Crabes,masculin,pluriel,s
640,373,Crampons de chaussures de montagne,Crampons,masculin,pluriel,s
626,373,Crashpad,Crashpad,masculin,singulier,d
865,115,"Crayon en bois (à papier, de couleur)",Crayon,masculin,singulier,n
1789,225,Crédence,Crédence,féminin,singulier,e
1812,225,Crédence adhésive,Crédence,féminin,singulier,e
1790,225,Crémaillère,Crémaillère,féminin,singulier,e
1264,110,crème hydratante,crème,féminin,singulier,e
1267,110,Crème solaire,Crème,féminin,singulier,e
1269,110,Crème à raser,Crème,féminin,singulier,e
1485,222,Crème de médicament,Crème,féminin,singulier,e
814,168,Crevettes,Crevettes,féminin,pluriel,s
299,244,Crochet de levage,Crochet,masculin,singulier,t
612,447,Croisillons de carrelage,Croisillons,masculin,pluriel,s
613,447,Croisillons pour pose de carrelage,Croisillons,masculin,pluriel,s
1086,370,Crosse de hockey,Crosse,féminin,singulier,e
864,116,Crottes de chien,Crottes,féminin,pluriel,s
1352,7,Croutes de fromage,Croutes,féminin,pluriel,s
812,168,Crustacés,Crustacés,masculin,pluriel,s
1720,225,Cube de rangement,Cube,masculin,singulier,e
1235,117,Cubitainer en métal,Cubitainer,masculin,singulier,r
1236,117,Cubitainer de vin,Cubitainer,masculin,singulier,r
1237,117,Cubitainer en carton,Cubitainer,masculin,singulier,r
1238,117,Cubitainer en plastique,Cubitainer,masculin,singulier,r
1239,117,Cubitainer,Cubitainer,masculin,singulier,r
300,244,Cueille-fruit,Cueille-fruit,masculin,singulier,t
1304,434,Cuillère,Cuillère,féminin,singulier,e
1009,118,Cuisinière électrique,Cuisinière,féminin,singulier,e
77,364,Culotte,Culotte,féminin,pluriel,e
218,244,Cutter,Cutter,masculin,singulier,r
164,119,Cuvette de WC,Cuvette,féminin,singulier,e
1636,358,Cycle,Cycle,masculin,singulier,e
666,374,Dague,Dague,féminin,singulier,e
1619,21,Dague de chasse,Dague,féminin,singulier,e
409,244,Dalle de parasol,Dalle,féminin,singulier,e
495,271,dalles de plâtre pour plafonds suspendus,dalles,féminin,pluriel,s
1942,452,déambulateur,déambulateur,masculin,singulier,r
863,120,Déboucheur de canalisations,Déboucheur,masculin,singulier,r
692,347,Débroussailleuse thermique,Débroussailleuse,féminin,singulier,e
860,121,Décapant pour cheminée,Décapant,masculin,singulier,t
861,121,Décapant pour four,Décapant,masculin,singulier,t
862,121,Décapant,Décapant,masculin,singulier,t
518,125,Déchets inertes mélangés,Déchets,masculin,pluriel,s
524,125,Déchets inertes,Déchets,masculin,pluriel,s
859,126,Déchets radioactifs,Déchets,masculin,pluriel,s
1212,122,Déchets d'Activités de Soins (DAS) non-dangereux,Déchets,masculin,pluriel,s
1323,127,Déchets verts,Déchets,masculin,pluriel,s
1344,124,Déchets organiques,Déchets,masculin,pluriel,s
1346,124,Déchets alimentaires,Déchets,masculin,pluriel,s
1347,124,Déchets de préparation et restes de repas,Déchets,masculin,pluriel,s
549,194,Décor de marionnettes,Décor,masculin,singulier,r
568,194,Décor pour figurines,Décor,masculin,singulier,r
1146,423,Décoration textile à suspendre,Décoration,féminin,singulier,n
1545,369,Deltaplane,Deltaplane,masculin,singulier,e
705,347,Démousseur thermique,Démousseur,masculin,singulier,r
1920,128,Dentifrice (tube),Dentifrice,masculin,singulier,e
1921,60,déodorant en spray,déodorant,masculin,singulier,t
1022,288,Dépliant,Dépliant,masculin,singulier,t
1289,421,Dériveur,Dériveur,masculin,singulier,r
777,11,désinfectant,désinfectant,masculin,singulier,t
881,99,Désinfectant de piscine,Désinfectant,masculin,singulier,t
1219,283,Désodorisant,Désodorisant,masculin,singulier,t
1791,225,Desserte,Desserte,féminin,singulier,e
981,287,Détaupeurs,Détaupeurs,masculin,pluriel,s
795,1,Détecteur radar,Détecteur,masculin,singulier,r
1190,427,Détecteur d'incendie,Détecteur,masculin,singulier,r
1191,427,Détecteur de fumées,Détecteur,masculin,singulier,r
1391,129,"Deux-roues (moto, scooter, mobylette)",Deux-roues,masculin,singulier,s
301,244,Dévidoir,Dévidoir,masculin,singulier,r
854,130,Diapositives,Diapositives,féminin,pluriel,s
960,324,Diluant,Diluant,masculin,singulier,t
671,443,Dispositifs médicaux avec électronique - Déchets d'Activités de Soins à Risques Infectieux (DASRI) perforants (avec électronique),Dispositifs,masculin,pluriel,s
679,123,Dispositifs médicaux sans électronique - Déchets d'Activités de Soins à Risques Infectieux (DASRI) perforants,Dispositifs,masculin,pluriel,s
499,92,Disque (album),Disque,masculin,singulier,e
1399,220,Disque dur externe,Disque,masculin,singulier,e
158,243,Disqueuse,Disqueuse,féminin,singulier,e
529,3,Dissolvant,Dissolvant,masculin,singulier,t
1873,225,Divan ou canapé pour animal domestique,Divan,féminin,singulier,n
1402,220,Dock,Dock,masculin,singulier,k
641,373,Dorsale,Dorsale,féminin,singulier,e
1756,225,Dosseret,Dosseret,masculin,singulier,t
1147,423,Doublure occultante thermique,Doublure,féminin,singulier,e
81,364,Doudoune,Doudoune,féminin,singulier,e
225,244,Douille (outil de bricolage),Douille,féminin,singulier,e
662,430,Douille de cartouche de fusil,Douille,féminin,singulier,e
664,430,Douille de cartouche de chasse,Douille,féminin,singulier,e
602,194,Draisienne,Draisienne,féminin,singulier,e
1460,203,Drap de plage,Drap,masculin,singulier,p
1453,203,Draps,Draps,masculin,pluriel,s
1757,225,Dressing,Dressing,masculin,singulier,g
66,364,Duffle-coat,Duffle-coat,masculin,singulier,t
100,408,Duvet,Duvet,masculin,singulier,t
501,92,DVD,DVD,masculin,singulier,D
727,132,Eau de Javel (bouteille),Eau,masculin,singulier,u
850,135,Eau souillée,Eau,masculin,singulier,u
851,134,Eau oxygénée,Eau,masculin,singulier,u
852,133,Eau de Javel (pastilles),Eau,masculin,singulier,u
853,131,Eau de Javel (berlingot),Eau,masculin,singulier,u
304,244,Echafaudage structures tubulaires,Echafaudage,masculin,singulier,e
305,244,Echafaudage mobile,Echafaudage,masculin,singulier,e
55,364,Echarpe,Echarpe,masculin,singulier,e
582,194,Echasse,Echasse,masculin,singulier,e
306,244,Echelle coulissante,Echelle,masculin,singulier,e
307,244,Echelle de piscine amovible,Echelle,masculin,singulier,e
308,244,Echelle,Echelle,masculin,singulier,e
309,244,Echelle transformable,Echelle,masculin,singulier,e
163,403,Ecran à tube cathodique,Ecran,masculin,singulier,n
661,402,Ecran plat,Ecran,masculin,singulier,n
659,136,écran,écran,masculin,singulier,n
660,136,Écran informatique,Écran,masculin,singulier,n
88,408,Edredon,Edredon,masculin,singulier,n
211,164,Efface-encre,Efface-encre,masculin,singulier,e
206,164,Effaceur,Effaceur,masculin,singulier,r
1809,225,Egouttoir,Egouttoir,masculin,singulier,r
1585,369,Elastiband,Elastiband,masculin,singulier,d
1675,225,Éléments de cuisine,Eléments,masculin,pluriel,s
1584,369,Elliptique,Elliptique,masculin,singulier,e
656,446,Emballage multimatière (ex : carton et plastique),Emballage,masculin,singulier,e
848,138,Emballage vide de produit phytosanitaire,Emballage,masculin,singulier,e
849,137,Emballage souillé par un produit dangereux,Emballage,masculin,singulier,e
1227,431,Emballage consigné,Emballage,masculin,singulier,e
1231,431,Emballage réemployable,Emballage,masculin,singulier,e
1274,433,Emballage de cirage,Emballage,masculin,singulier,e
1087,370,"Embarcation < 2,5m",Embarcation,masculin,singulier,n
310,244,Embout de vissage,Embout,masculin,singulier,t
311,244,Emporte-pièces de jardin,Emporte-pièces,masculin,pluriel,s
125,145,Enceinte,Enceinte,masculin,singulier,e
988,184,Enceintes,Enceintes,féminin,pluriel,s
312,244,Enclume,Enclume,masculin,singulier,e
847,139,Enduit,Enduit,masculin,singulier,t
845,141,Engrais organiques,Engrais,masculin,pluriel,s
846,140,Engrais minéral,Engrais,masculin,singulier,s
844,142,Enjoliveurs,Enjoliveurs,masculin,pluriel,s
519,125,Enrobé bitumineux,Enrobé,masculin,pluriel,é
302,244,Enrouleur,enrouleur,masculin,singulier,r
313,244,Enrouleur de bâche,Enrouleur,masculin,singulier,r
314,244,Enrouleur de tuyau d'arrosage,Enrouleur,masculin,singulier,r
579,194,Ensemble cosmétique pour enfant (jouet),Ensemble,masculin,singulier,e
1045,143,Enveloppe,Enveloppe,masculin,singulier,e
627,373,Epaulière,Epaulière,masculin,singulier,e
668,374,Epée d'entrainement sportif,Epée,masculin,singulier,e
1624,21,Epée (arme blanche),Epée,masculin,singulier,e
136,145,Épilateur électrique,Épilateur,masculin,singulier,r
842,144,épluchure,épluchure,masculin,singulier,e
2045,124,Épluchures,Epluchures,féminin,pluriel,s
843,7,Épluchures,Épluchures,féminin,pluriel,s
315,244,Eponge abrasive,Eponge,masculin,pluriel,e
316,244,Epuisette,Epuisette,masculin,singulier,e
317,244,Epuisette de fond,Epuisette,masculin,singulier,e
213,164,Equerre (fourniture scolaire),Equerre,masculin,singulier,e
470,244,Equerre de bricolage,Equerre,masculin,singulier,e
321,244,Equipement d'entretien du jardin,Equipement,masculin,singulier,t
642,373,"Equipement de ski de randonnée (pelle, sonde)",Equipement,masculin,singulier,t
760,31,Equipement automobile,Equipement,masculin,singulier,t
1335,24,Equipement d'entretien,Equipement,masculin,singulier,t
1546,369,Equipement de musculation non électrique,Equipement,masculin,singulier,t
1547,369,Equipement de piscine,Equipement,masculin,singulier,t
1583,369,"Equipement de ski de randonnée (pelle, sonde...)",Equipement,masculin,singulier,t
1614,369,"Equipement d'équitation (hors équipement de protection individuelle, chaussants et vêtements)",Equipement,masculin,singulier,t
143,145,Équipement Électrique et Électronique (EEE),Équipement,masculin,singulier,t
1792,225,Escabeau solidaire d'un meuble,Escabeau,masculin,singulier,u
322,244,Escabeau,Escadeau,masculin,singulier,u
1443,96,Escarpins,Escarpins,masculin,pluriel,s
145,147,Essence et autres carburants et combustibles,Essence,masculin,singulier,e
841,146,Essence de térébenthine,Essence,masculin,singulier,e
759,31,Essuie-glace,Essuie-glace,masculin,singulier,e
840,148,Essuie-tout (papier),Essuie-tout,masculin,singulier,t
1793,225,Etabli,Etabli,masculin,singulier,i
1667,225,Etagère,Etagère,masculin,singulier,e
1721,225,"Etagère (caisson, murale, de bureau, à épices, à vin, à chapeaux…)",Etagère,masculin,singulier,e
323,244,Etai,Etai,masculin,singulier,i
324,244,Etancheur,Etancheur,masculin,singulier,r
325,244,Etau,Etau,masculin,singulier,u
200,164,Etiquettes,Etiquettes,féminin,pluriel,s
1623,21,Etoile de jet,Etoile,masculin,singulier,e
1588,369,"Etui de raquette (tennis, badminton, squash, tennis de table...)",Etui,masculin,singulier,i
1370,86,Etuis en carton,Etuis,masculin,pluriel,s
509,150,evier,evier,masculin,singulier,r
508,150,évier,évier,masculin,singulier,r
510,150,Évier (en inox ou en aluminium),Évier,masculin,singulier,r
516,217,Évier en céramique,Évier,masculin,singulier,r
837,149,Évier (céramique),Évier,masculin,singulier,r
326,244,Extracteur,Extracteur,masculin,singulier,r
1268,110,Eyeliner liquide,Eyeliner,masculin,singulier,r
1699,225,Façade de porte,Façade,féminin,singulier,e
1700,225,Façade de tiroir,Façade,féminin,singulier,e
1795,225,"Façade de placard (coulissante, pliante ou pivotante)",Façade,féminin,singulier,e
1796,225,Façade de lave-vasselle,Façade,féminin,singulier,e
1353,7,Fanes de légumes,Fanes,masculin,pluriel,s
570,194,Farces et attrapes,Farces,féminin,pluriel,s
1258,110,"Fard (à paupières, à joues)",Fard,masculin,singulier,d
726,152,Fast-food,Fast-food,masculin,singulier,d
327,244,Faucheuse - débroussailleuse,Faucheuse,féminin,singulier,e
329,244,Faucille,Faucille,féminin,singulier,e
1148,423,Fausse peau de mouton,Fausse,féminin,singulier,e
1687,225,Fauteuil,Fauteuil,masculin,singulier,l
1874,225,Fauteuil bébé,Fauteuil,masculin,singulier,l
1876,225,Fauteuil de jardin,Fauteuil,masculin,singulier,l
1877,225,Fauteuil de relaxation,Fauteuil,masculin,singulier,l
1878,225,Fauteuil gonflable,Fauteuil,masculin,singulier,l
1944,452,Fauteuil roulant,Fauteuil,masculin,singulier,l
328,244,Faux,Faux,féminin,singulier,x
1395,220,Fax,Fax,masculin,singulier,x
330,244,Fendeur de bûche,Fendeur,masculin,singulier,r
712,347,Fendeur de bûches thermique,Fendeur,masculin,singulier,r
4,426,Fenêtre,Fenêtre,féminin,singulier,e
930,202,Fenouils,Fenouils,masculin,pluriel,s
25,265,Fer à repasser,Fer,masculin,singulier,r
1495,312,Fer à friser,Fer,masculin,singulier,r
1496,312,Fer à lisser,Fer,masculin,singulier,r
1473,419,Feu à main,Feu,masculin,singulier,u
1320,127,Feuillages,Feuillages,masculin,pluriel,s
1322,153,Feuilles mortes,Feuilles,féminin,pluriel,s
836,154,Feutre (marqueur),Feutre,masculin,singulier,e
980,287,Feux d'artifice,Feux,masculin,pluriel,x
833,155,Fibro-ciment,Fibro-ciment,masculin,singulier,t
537,194,Figurine,Figurine,féminin,singulier,e
331,244,Fil à plomb,Fil,masculin,pluriel,l
832,156,Fil de fer barbelé,Fil,masculin,singulier,l
332,244,Filet de protection des cultures,Filet,masculin,singulier,t
333,244,Filet de jardinage,Filet,masculin,singulier,t
1186,308,filet de fruits et légumes,filet,masculin,singulier,t
1587,369,"Filet (football, volley-ball, badminton, tennis, tennis de table...)",Filet,masculin,singulier,t
1589,369,Filet de mini-tennis (filet + pieds),Filet,masculin,singulier,t
1722,225,Filet de rangement,Filet,masculin,singulier,t
1506,372,"Filets et poteaux  (tennis, badminton, squash, ping-pong, volley)",Filets,masculin,pluriel,s
1723,225,Fileur,Fileur,masculin,singulier,r
334,244,Film agricole,Film,masculin,pluriel,m
335,244,Film de serre,Film,masculin,pluriel,m
337,244,Film géotextile,Film,masculin,pluriel,m
1055,157,Film plastique,Film,masculin,singulier,m
732,158,Filtre à café,Filtre,masculin,singulier,e
890,285,Filtre à gasoil,Filtre,masculin,singulier,e
1196,429,Filtre de carafe d'eau,Filtre,masculin,singulier,e
1198,429,Filtre Brita,Filtre,masculin,singulier,e
1200,429,Filtre à eau usagé,Filtre,masculin,singulier,e
889,285,Filtres à huile,Filtres,masculin,pluriel,s
1586,369,Fitness tube,Fitness,masculin,singulier,s
769,28,Fixateur photographique,Fixateur,masculin,singulier,r
1088,370,"Fixation (ski, snowboard)",Fixation,féminin,singulier,n
1089,370,Fixation murale sac de frappe,Fixation,féminin,singulier,n
1181,159,Flacon de sirop de médicament en verre (vide),Flacon,masculin,singulier,n
1182,159,Flacon de cosmétique (en verre),Flacon,masculin,singulier,n
1183,159,Flacon spray en verre,Flacon,masculin,singulier,n
1184,159,Flacon pompe en verre,Flacon,masculin,singulier,n
1185,159,Flacon de parfum (en verre),Flacon,masculin,singulier,n
1225,431,Flacon réemployable,Flacon,masculin,singulier,n
1229,431,Flacon consigné,Flacon,masculin,singulier,n
1248,397,Flacon en plastique,Flacon,masculin,singulier,n
1273,433,Flacon de cirage,Flacon,masculin,singulier,n
831,160,Flash-ball,Flash-ball,masculin,singulier,l
1090,370,Flèche,Flèche,féminin,singulier,e
1091,370,Fléchette,Fléchette,féminin,singulier,e
665,374,Fleuret,Fleuret,masculin,singulier,t
1057,161,Fleurs fanées,Fleurs,féminin,pluriel,s
1651,441,flûte,flûte,féminin,singulier,e
1590,369,"Foil (windsurf, kitesurf...)",Foil,masculin,singulier,l
1260,110,Fond de teint,Fond,masculin,singulier,d
830,162,Fongicides,Fongicides,masculin,pluriel,s
857,126,Fontaine au radium,Fontaine,féminin,singulier,e
74,364,Foulard,Foulard,masculin,singulier,d
338,244,Four à bois de jardin,Four,masculin,singulier,r
1010,163,Four électrique,Four,masculin,singulier,r
1015,226,Four micro-ondes,Four,masculin,singulier,r
339,244,Fourche,Fourche,féminin,singulier,e
1121,370,Fourche de vélo,Fourche,féminin,singulier,e
1303,434,Fourchette,Fourchette,féminin,singulier,e
489,357,Fourgon,Fourgon,masculin,singulier,n
490,357,Fourgonnette,Fourgonnette,féminin,singulier,e
215,164,Fourniture scolaire ou de bureau,Fourniture,féminin,singulier,e
1060,166,Fourrure synthétique,Fourrure,féminin,singulier,e
1061,165,Fourrure naturelle,Fourrure,féminin,singulier,e
710,347,Fraise à neige thermique,Fraise,féminin,singulier,e
826,167,Fraises abîmées,Fraises,féminin,pluriel,s
1387,295,Freezer,Freezer,masculin,singulier,r
1383,295,Frigidaire,Frigidaire,masculin,singulier,e
1384,295,Frigo,Frigo,masculin,singulier,o
1578,369,Frisbee,Frisbee,masculin,singulier,e
27,265,Friteuse,Friteuse,féminin,singulier,e
819,168,Fruits de mer,Fruits,masculin,pluriel,s
829,124,Fruits abîmés,Fruits,masculin,pluriel,s
1355,7,Fruits et légumes abîmés,Fruits,masculin,pluriel,s
810,169,Fumier,Fumier,masculin,singulier,r
1476,419,Fumigène,Fumigène,masculin,singulier,e
1474,419,Fusée parachute,Fusée,féminin,singulier,e
1475,419,fusée de détresse,fusée,féminin,singulier,e
982,287,Fusées paragrêles,Fusées,féminin,pluriel,s
772,20,Fusil,Fusil,masculin,singulier,l
340,244,Fût,Fût,masculin,singulier,t
805,171,Fût en métal,Fût,masculin,singulier,t
809,170,Fût (ou conteneur) en plastique,Fût,masculin,singulier,t
803,172,Galeries de voiture,Galeries,féminin,pluriel,s
1879,225,Galette de siège,Galette,féminin,singulier,e
54,364,Gant,Gant,masculin,pluriel,t
341,244,Gants de jardinage,Gants,masculin,pluriel,s
342,244,Gants de protection pour le bricolage,Gants,masculin,pluriel,s
628,373,"Gants (gardien de foot, vélo, voile, golf, escrime, boxe…)",Gants,masculin,pluriel,s
1133,418,Gants médicaux (gants jetables en plastique),Gants,masculin,pluriel,s
1926,23,Gants en cuir,Gants,masculin,pluriel,s
343,244,Garage non maçonné,Garage,masculin,singulier,e
1684,225,Garde-manger,Garde-manger,masculin,singulier,r
1011,173,Gazinière,Gazinière,féminin,singulier,e
344,244,Gazon artificiel ménager,Gazon,masculin,pluriel,n
1480,222,Gélules de médicament,Gélules,féminin,pluriel,s
319,244,Genouillère (bricolage),Genouillère,féminin,singulier,e
629,373,Genouillère,Genouillère,féminin,singulier,e
1457,203,Gigoteuse,Gigoteuse,féminin,singulier,e
60,364,Gilet,Gilet,masculin,singulier,t
1115,370,Glacière rigide,Glacière,féminin,singulier,e
345,244,Gloriette non maçonnée,Gloriette,féminin,singulier,e
1039,174,Gobelet en carton,Gobelet,masculin,singulier,t
1203,175,Gobelet en plastique jetable,Gobelet,masculin,singulier,t
203,164,Gomme,Gomme,féminin,singulier,e
201,164,Gommettes,Gommettes,féminin,pluriel,s
801,176,Gourde,Gourde,féminin,singulier,e
1490,222,Gouttes de médicament,Gouttes,féminin,pluriel,s
346,244,Goutteur,Goutteur,masculin,singulier,r
986,177,GPS,GPS,masculin,singulier,S
347,244,Grattoir,Grattoir,masculin,singulier,r
348,244,Grattoir à béton,Grattoir,masculin,singulier,r
36,178,Gravats,Gravats,masculin,pluriel,s
349,244,Griffe de jardinier,Griffe,féminin,singulier,e
350,244,Griffe à cintrer,Griffe,féminin,singulier,e
351,244,Griffe de zingueur,Griffe,féminin,singulier,e
352,244,Griffe,Griffe,féminin,singulier,e
28,265,Grill,Grill,masculin,singulier,l
112,179,Grillage,Grillage,masculin,singulier,e
173,448,Grille pour égouttage de bac ou camion à peinture (bricolage),Grille,féminin,singulier,e
14,265,Grille-pain,Grille-pain,masculin,singulier,n
1382,180,Gros électroménager,Gros,masculin,singulier,s
1689,225,Guéridon,Guéridon,masculin,singulier,n
1507,372,Guètres de sport,Guètres,féminin,pluriel,s
1602,369,Guidon de vélo,Guidon,masculin,singulier,n
987,181,Guirlande électrique,Guirlande,féminin,singulier,e
1059,182,Guirlande non électrique,Guirlande,féminin,singulier,e
1149,423,Guirlande décoration en tissu,Guirlande,féminin,singulier,e
1646,191,Guitare électrique,Guitare,féminin,singulier,e
1652,441,guitare acoustique,guitare,féminin,singulier,e
1279,435,Gyroroue,Gyroroue,féminin,singulier,e
353,244,Hâche,Hâche,féminin,singulier,e
354,244,Hâchette,Hâchette,féminin,singulier,e
24,265,Hachoir,Hachoir,masculin,singulier,r
175,183,Halogène,Halogène,masculin,singulier,e
1775,225,Hamac à peluches,Hamac,masculin,singulier,c
1880,225,Hamac de jardin,Hamac,masculin,singulier,c
1548,369,hameçon,hameçon,masculin,singulier,n
630,373,"Harnais, mousqueton, dégaine, assurage, poulie, bloqueur, coinceur (Matériel d'alpinisme, escalade, varappe, canyoning, camping)","Harnais,",masculin,singulier,","
990,184,Haut-parleurs,Haut-parleurs,masculin,pluriel,s
1324,185,Herbe (ou gazon),Herbe,féminin,singulier,e
531,285,Herbicide,Herbicide,masculin,singulier,e
442,244,Hôtel à insecte,Hôtel,masculin,singulier,l
1380,180,Hotte,Hotte,féminin,singulier,e
91,408,"Housse rembourrée (chaise, canapé)",Housse,féminin,singulier,e
336,244,Housse de serre,Housse,masculin,singulier,e
355,244,Housse de barbecue,Housse,féminin,singulier,e
356,244,Housse de parasol,Housse,féminin,singulier,e
1092,370,Housse du Surf,Housse,féminin,singulier,e
1113,370,Housse de sac,Housse,féminin,singulier,e
